iata_id,airline,alias,icao,callsign,country,active
UX,Air Europa,\N,AEA,EUROPA,Spain,Y
UY,Cameroon Airlines,\N,UYC,CAM-AIR,Cameroon,N
UZ,El-Buraq Air Transport,\N,BRQ,BURAQAIR,Libya,Y
V0,Conviasa,\N,VCV,CONVIASA,Venezuela,Y
V1,VIA Líneas Aéreas,VIA,VIA,,Argentina,Y
V2,Karat,\N,AKT,AVIAKARAT,Russia,N
V2,Vision Airlines (V2),,RBY,RUBY,United States,Y
V3,Carpatair,\N,KRP,CARPATAIR,Romania,Y
V4,Reem Air,\N,REK,REEM AIR,Kyrgyzstan,N
V5,Avolar Aerolineas,\N,VLI,AEROVOLAR,Mexico,N
V5,Royal Aruban Airline,\N,RYL,ROYAL ARUBAN,Aruba,N
V5,Danube Wings (V5),,\N,,Slovakia,Y
V6,VIP Ecuador,,\N,,Ecuador,Y
V7,Air Senegal International,\N,SNG,AIR SENEGAL,Senegal,N
V7,VOLOTEA Airways,,VOE,,Spain,Y
V8,ATRAN Cargo Airlines,\N,VAS,ATRAN,Russian Federation,Y
V9,BAL Bashkirian Airlines,\N,BTC,BASHKIRIAN,Russia,N
V9,Star1 Airlines,,HCW,,Lithuania,Y
VA,V Australia Airlines,\N,VAU,KANGA,Australia,N
VA,Viasa,\N,,,Venezuela,N
VA,Virgin Australia,\N,VOZ,VIRGIN,Australia,Y
VB,Birmingham European,,\N,,United Kingdom,N
VB,Pacific Express,,\N,,United States,N
VC,Ocean Airlines,\N,VCX,OCEANCARGO,Italy,N
VC,Voyageur Airways,\N,VAL,VOYAGEUR,Canada,N
VC,Strategic Airlines,,\N,,Australia,Y
VD,Air Libert,\N,,,France,Y
VD,Kunpeng Airlines,\N,KPA,KUNPENG,China,N
VD,SwedJet Airways,\N,BBB,BLACKBIRD,Sweden,N
VE,Avensa,\N,AVE,Avensa,Venezuela,N
VE,EUjet,\N,EUJ,UNION JET,Ireland,N
VE,Volare Airlines,\N,VLE,VOLA,Italy,Y
VF,Valuair,\N,VLU,VALUAIR,Singapore,Y
VG,VLM Airlines,\N,VLM,RUBENS,Belgium,Y
VH,Virgin Pacific,,VNP,,Fiji,Y
VI,Volga-Dnepr Airlines,\N,VDA,VOLGA-DNEPR,Russia,Y
VJ,Jatayu Airlines,\N,JTY,JATAYU,Indonesia,N
VJ,Royal Air Cambodge,,RAC,,Cambodia,Y
VK,Virgin Nigeria Airways,\N,VGN,VIRGIN NIGERIA,Nigeria,Y
VL,Air VIA,\N,VIM,,Bulgaria,Y
VM,Viaggio Air,\N,VOA,VIAGGIO,Bulgaria,N
VN,Vietnam Airlines,\N,HVN,VIET NAM AIRLINES,Vietnam,Y
VO,Tyrolean Airways,\N,TYR,TYROLEAN,Austria,Y
VP,VASP,\N,VSP,VASP,Brazil,Y
VQ,Viking Hellas,,VKH,DELPHI,Greece,Y
VR,TACV,\N,TCV,CABOVERDE,Portugal,Y
VS,Virgin Atlantic Airways,\N,VIR,VIRGIN,United Kingdom,Y
VT,Air Tahiti,\N,VTA,AIR TAHITI,French Polynesia,Y
VU,Air Ivoire,\N,VUN,AIRIVOIRE,Ivory Coast,Y
VV,Aerosvit Airlines,\N,AEW,AEROSVIT,Ukraine,Y
VW,Aeromar,\N,TAO,TRANS-AEROMAR,Mexico,Y
VX,Virgin America,\N,VRD,REDWOOD,United States,Y
VY,Formosa Airlines,\N,FOS,,Taiwan,Y
VY,Vueling Airlines,\N,VLG,VUELING,Spain,Y
VZ,MyTravel Airways,\N,MYT,KESTREL,United Kingdom,Y
W1,World Experience Airline,WEA,WE1,WEA,Canada,Y
W2,Canadian Western Airlines,\N,CWA,CANADIAN WESTERN,Canada,N
W2,Maastricht Airlines,,\N,,Netherlands,Y
W3,Arik Air,\N,ARA,ARIK AIR,Nigeria,N
W3,World Scale Airlines,World Scale,WSS,,United States,Y
W4,Aero Services Executive,\N,BES,BIRD EXPRESS,France,N
W4,AeroWorld ,Sovet Air ,WER,sovet,Russia,Y
W5,Mahan Air,\N,IRM,MAHAN AIR,Iran,Y
W6,Wizz Air,\N,WZZ,WIZZ AIR,Hungary,Y
W7,Austral Brasil,Austral Brasil lineas aereas,\N,,Brazil,Y
W8,Cargojet Airways,\N,CJT,CARGOJET,Canada,N
W9,Abelag Aviation,\N,AAB,ABG,Belgium,N
W9,Air Bagan,\N,JAB,AIR BAGAN,Myanmar,Y
W9,Eastwind Airlines,\N,SGR,STINGER,United States,N
WA,KLM Cityhopper,\N,KLC,CITY,Netherlands,Y
WA,Western Airlines,\N,WAL,WESTERN,United States,Y
WB,Rwandair Express,\N,RWD,RWANDAIR,Rwanda,Y
WC,Islena De Inversiones,\N,ISV,,Honduras,Y
WD,DAS Air Cargo,\N,DSR,DAIRAIR,Uganda,N
WD,Amsterdam Airlines,,AAN,AMSTEL,Netherlands,Y
WE,Centurion Air Cargo,\N,CWC,CHALLENGE CARGO,United States,N
WE,Thai Smile Airways,THAI Smile,\N,THAI SMILE,Thailand,Y
WF,Widerøe,\N,WIF,WIDEROE,Norway,Y
WG,Sunwing Airlines,\N,SWG,SUNWING,Canada,N
WG,Worldways,,WGC,,Canada,N
WG,Sunwing,,\N,sunwing,Canada,Y
WH,China Northwest Airlines,\N,CNW,CHINA NORTHWEST,China,N
WH,China Northwest Airlines (WH),,\N,,China,Y
WJ,WebJet Linhas A,\N,WEB,WEB-BRASIL,Brazil,Y
WK,American Falcon,\N,AFB,AMERICAN FALCON,Argentina,N
WK,Edelweiss Air,\N,EDW,EDELWEISS,Switzerland,Y
WL,CheapFlyingInternational,CheapFlying,FQR,cheapflying,France,N
WM,Windward Islands Airways,,\N,Winair,Netherlands Antilles,Y
WN,Southwest Airlines,\N,SWA,SOUTHWEST,United States,Y
WO,World Airways,\N,WOA,WORLD,United States,Y
WP,Island Air (WP),,MKU,,United States,Y
WQ,PanAm World Airways,,PQW,,United States,Y
WR,Royal Tongan Airlines,\N,HRH,TONGA ROYAL,Tonga,N
WR,WestJet Encore,Encore,WEN,Encore,Canada,Y
WS,WestJet,\N,WJA,WESTJET,Canada,Y
WU,Wizz Air Ukraine,,WAU,WIZZAIR UKRAINE,Ukraine,Y
WV,Swe Fly,\N,SWV,FLYING SWEDE,Sweden,Y
WW,bmibaby,\N,BMI,BABY,United Kingdom,Y
WX,CityJet,\N,BCY,CITY-IRELAND,Ireland,Y
WY,Oman Air,\N,OMA,OMAN AIR,Oman,Y
WZ,Red Wings,Avialinii 400,RWZ,AIR RED,Russia,Y
X1,Nik Airways,,\N,,Saudi Arabia,N
X3,TUIfly,\N,HLX,YELLOW CAB,Germany,Y
X5,Fly Romania,,OTJ,TENDER AIR,Romania,Y
X7,Chitaavia,\N,CHF,CHITA,Russia,N
X7,Atlantic Air Services,,\N,,United States,N
X9,FRA Air,,X9F,FA,Germany,N
X9,Islands Express,,\N,,United States,N
XA,XAIR USA,,XAU,XAIR,United States,Y
XB,NEXT Brasil,NEXT,NXB,XB,Brazil,Y
XE,ExpressJet,\N,BTA,JET LINK,United States,Y
XF,Vladivostok Air,\N,VLK,VLADAIR,Russia,Y
XG,Calima Aviacion,\N,CLI,CALIMA,Spain,Y
XJ,Mesaba Airlines,\N,MES,MESABA,United States,Y
XK,Corse-Mediterranee,\N,CCM,CORSICA,France,Y
XL,Aerolane,\N,LNE,LAN ECUADOR,Ecuador,Y
XM,Alitalia Express,\N,SMX,ALIEXPRESS,Italy,Y
XN,Xpressair,,\N,,Indonesia,Y
XO,China Xinhua Airlines,\N,CXH,XINHUA,China,N
XO,LTE International Airways,\N,LTE,FUN JET,Spain,Y
XP,Xtra Airways,\N,CXP,RUBY MOUNTAIN,United States,N
XP,Caribbean Wings,,ZYZ,caribbean Wings,Turks and Caicos Islands,N
XP,XPTO,XPTO  ,XPT,XPTO,Portugal,Y
XQ,SunExpress,\N,SXS,SUNEXPRESS,Turkey,Y
XR,Skywest Australia,,\N,,Australia,Y
XS,SITA,\N,SIT,,Belgium,N
XS,Texas Spirit,,TXP,,United States,N
XT,Air Exel,\N,AXL,EXEL COMMUTER,Netherlands,Y
XV,BVI Airways,,\N,,British Virgin Islands,Y
XW,Sky Express,SkyExpress,SXR,SKYSTORM,Russia,Y
XX,Greenfly,,GFY,,Spain,Y
XY,Nas Air,\N,KNE,NAS EXPRESS,Saudi Arabia,Y
XZ,Congo Express,,\N,EXPRESSWAYS,Congo (Kinshasa),Y
Y0,Yellow Air Taxi,,\N,,United States,N
Y1,Yellowstone Club Private Shuttle,,\N,YCS,United States,Y
Y4,Volaris,\N,VOI,VOLARIS,Mexico,Y
Y5,Pace Airlines,\N,PCE,PACE,United States,N
Y5,Asia Wings,,AWA,,Kazakhstan,Y
Y7,NordStar Airlines,,\N,,Russia,Y
Y8,Yangtze River Express,\N,YZR,YANGTZE RIVER,China,N
Y8,Marusya Airways,Marusya Air,MRS,snowball,Russia,Y
Y9,Kish Air,\N,IRK,KISHAIR,Iran,Y
YC,Ciel Canadien,,YCC,Ciel,Canada,Y
YD,Gomelavia,,\N,,Belarus,Y
YE,Yellowtail,,YEL,,United States,Y
YH,Yangon Airways Ltd.,,\N,,Burma,Y
YI,TUR Avrupa Hava YollarÄ±,TUR European Airways,\N,TurAvrupa,Turkey,N
YK,Cyprus Turkish Airlines,\N,,,Turkey,Y
YL,Yamal Airlines,\N,LLM,YAMAL,Russia,Y
YM,Montenegro Airlines,\N,MGX,MONTAIR,Montenegro,Y
YO,TransHolding System,,TYS,,Brazil,Y
YP,Aero Lloyd (YP),,AEF,,Germany,N
YQ,Polet Airlines (Priv),,\N,,Russia,Y
YR,SENIC AIRLINES,,\N,,United States,Y
YS,Régional,\N,RAE,REGIONAL EUROPE,France,Y
YT,Air Togo,\N,TGA,AIR TOGO,Togo,N
YT,Yeti Airways,,\N,,Nepal,Y
YV,Mesa Airlines,\N,ASH,AIR SHUTTLE,United States,Y
YW,Air Nostrum,\N,ANE,AIR NOSTRUM,Spain,Y
YX,Midwest Airlines,\N,MEP,,United States,Y
YY,Virginwings,,VWA,,Germany,Y
YZ,LSM AIRLINES ,Russian. Yours Air Lines ,YZZ,Moscow frog ,Russia,Y
Z0,All Argentina Express,All Argentina Express,Z9H,,Argentina,Y
Z2,Zest Air,,\N,,Philippines,Y
Z3,Avient Aviation,\N,SMJ,AVAVIA,Zimbabwe,Y
Z4,Zoom Airlines,\N,OOM,ZOOM,Canada,Y
Z5,INAVIA Internacional,Internacional,IIR,,Argentina,Y
Z6,ZABAIKAL AIRLINES,ZABAIKAL ,ZTT,BAIKAL ,Russia,Y
Z7,ADC Airlines,\N,ADK,ADCO,Nigeria,N
Z7,Zimbabwean Airlines,,\N,,Zimbabwe,N
Z7,REDjet,,\N,,Barbados,Y
Z8,Amaszonas,\N,AZN,,Bolivia,Y
Z9,Flightlink Tanzania,Flightlink,\N,,Tanzania,Y
ZA,Access Air,\N,CYD,CYCLONE,United States,Y
ZA,Interavia Airlines,\N,SUW,ASTAIR,Russia,Y
ZB,Air Bourbon,\N,BUB,BOURBON,Reunion,Y
ZB,Monarch Airlines,\N,MON,MONARCH,United Kingdom,Y
ZC,Korongo Airlines,,KGO,KORONGO,Congo (Kinshasa),Y
ZE,Arcus-Air Logistic,\N,AZE,ARCUS AIR,Germany,N
ZE,Lineas Aereas Azteca,\N,LCD,LINEAS AZTECA,Mexico,N
ZE,Eastar Jet,,ESR,Eastar,South Korea,Y
ZF,Athens Airways,,\N,ATHENSAIR,Greece,Y
ZG,Viva Macau,\N,VVM,JACKPOT,Macao,Y
ZH,Shenzhen Airlines,\N,CSZ,SHENZHEN AIR,China,Y
ZI,Aigle Azur,\N,AAF,AIGLE AZUR,France,Y
ZJ,Zambezi Airlines (ZMA),,\N,,Zambia,Y
ZK,Great Lakes Airlines,\N,GLA,LAKES AIR,United States,Y
ZL,Regional Express,\N,RXA,REX,Australia,Y
ZM,Apache Air,Apache,IWA,APACHE,United States,Y
ZN,Zenith International Airline,Zenith,ZNA,ZENITH,Thailand,Y
ZP,Silk Way Airlines,\N,AZQ,SILK LINE,Azerbaijan,N
ZP,Zabaykalskii Airlines,Baikal Airlines,ZZZ,Lakeair,Russia,Y
ZQ,Annsett New Zealand (NZA),,\N,,New Zealand,N
ZQ,Locair,,LOC,LOCAIR,United States,Y
ZS,Sama Airlines,\N,SMY,NAJIM,Saudi Arabia,Y
ZT,Titan Airways,\N,AWC,ZAP,United Kingdom,N
ZT,Tomp Airlines,Tomp Airlines,T9P,,Chile,Y
ZU,Helios Airways,\N,HCY,HELIOS,Cyprus,N
ZV,Air Midwest,\N,AMW,AIR MIDWEST,United States,N
ZV,V Air,V Air Taiwan,VAX,,Taiwan,Y
ZW,Air Wisconsin,\N,AWI,AIR WISCONSIN,United States,Y
ZX,Air Georgian,\N,GGN,GEORGIAN,Canada,N
ZX,Japan Regio,,ZXY,,Japan,Y
ZY,Ada Air,\N,ADE,ADA AIR,Albania,Y
ZZ,Zz,,\N,,Belgium,Y
